area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,0.1366297220
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,274.6468908844,568094.7346842585
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.1374609063,3.8222133976635666
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.1374609063,3.8222133976635666
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,75.9999999970
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,3.9960000000,15825.362796
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0020000000,0.15678124270000002
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0020000000,0.15678124270000002
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,5.1065702856
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0403058315,102.51236053009536
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000201731,0.0010109434578077102
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0000201731,0.0010109434578077102
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,0.2195573544
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Landings,Reported,bottom trawl,Direct human consumption,5.7029006046,12807.009590617185
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0028543046,0.1695775543683107
"Atlantic, Northwest",high_seas,1978,"Glyptocephalus cynoglossus","Witch flounder","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Landings,Reported,bottom trawl,Other,0.0028543046,0.1695775543683107
"Atlantic, Northwest",high_seas,1978,"Micromesistius poutassou","Blue whiting","Medium benthopelagics (30 - 89 cm)","Cod-likes","Germany",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.8089887863,920.1864663796945
"Atlantic, Northwest",high_seas,1978,"Micromesistius poutassou","Blue whiting","Medium benthopelagics (30 - 89 cm)","Cod-likes","Germany",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0009053998,0.014615940909240071
"Atlantic, Northwest",high_seas,1978,"Micromesistius poutassou","Blue whiting","Medium benthopelagics (30 - 89 cm)","Cod-likes","Germany",Industrial,Landings,Reported,bottom trawl,Other,0.0009053998,0.014615940909240071
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,76.7850199267,70773.88928476462
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0384309409,1.8192021164699572
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0384309409,1.8192021164699572
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,30.8355018295,54917.22703535961
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0193596278,1.2548682691902717
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0266631083,1.7282712771078057
"Atlantic, Northwest",high_seas,1978,"Brosme brosme","Tusk","Large demersals (>=90 cm)","Cod-likes","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,75.9999999970
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Bulgaria",Industrial,Discards,Unreported,bottom trawl,,67.2814837100
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Discards,Unreported,bottom trawl,,14.0190642328
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,3.4869398535,4622.684980897467
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0017452151,0.0386266127366674
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0017452151,0.0386266127366674
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Cuba",Industrial,Discards,Unreported,bottom trawl,,132.4054850200
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Estonia",Industrial,Discards,Unreported,bottom trawl,,1.1047430581
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,0.0024463702
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Germany",Industrial,Discards,Unreported,bottom trawl,,23.9703581901
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Ireland",Industrial,Discards,Unreported,bottom trawl,,14.7498855100
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Japan",Industrial,Discards,Unreported,bottom trawl,,0.1299012154
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Latvia",Industrial,Discards,Unreported,bottom trawl,,0.3239094869
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Lithuania",Industrial,Discards,Unreported,bottom trawl,,0.1028553669
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Norway",Industrial,Discards,Unreported,bottom trawl,,0.0404415033
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Poland",Industrial,Discards,Unreported,bottom trawl,,0.4345915766
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Portugal",Industrial,Discards,Unreported,bottom trawl,,14.4510696237
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Romania",Industrial,Discards,Unreported,bottom trawl,,9.9985024273
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,0.3383704821
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,11.1583307447
"Atlantic, Northwest",high_seas,1978,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,0.5390577984
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Bulgaria",Industrial,Discards,Unreported,bottom trawl,,1677.8480120000
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Bulgaria",Industrial,Landings,Reported,bottom trawl,Direct human consumption,7.9920000000,2013.836148
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Bulgaria",Industrial,Landings,Reported,bottom trawl,Other,0.0080000000,0.19069761456
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Canada",Industrial,Discards,Unreported,bottom trawl,,349.6037507000
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,141.4179326079,334162.6553482417
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0707797461,4.537676403070758
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0707797461,4.537676403070758
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Cuba",Industrial,Discards,Unreported,bottom trawl,,3011.1100110511
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Cuba",Industrial,Landings,Reported,bottom trawl,Direct human consumption,577.3964508588,780228.8952880726
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Cuba",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.2889872126,10.481836795703238
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Cuba",Industrial,Landings,Reported,bottom trawl,Other,0.2889872126,10.481836795703238
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Denmark",Industrial,Discards,Unreported,shrimp trawl,,0.0603526597
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Estonia",Industrial,Discards,Unreported,bottom trawl,,104.5303466496
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,403.6852683644,717635.7421093103
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.4040893577,13.535312581066421
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,0.1639901139
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,shrimp trawl,,0.4531652292
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,8063.4209141547,24583322.25834536
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,4.0357462033,383.30482193178915
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Landings,Reported,bottom trawl,Other,4.0357462033,383.30482193178915
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Germany",Industrial,Discards,Unreported,bottom trawl,,1369.8816728523
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Germany",Industrial,Landings,Reported,bottom trawl,Direct human consumption,468.2767009935,1280880.538164496
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Germany",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.2343727232,19.744808852058295
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Germany",Industrial,Landings,Reported,bottom trawl,Other,0.2343727232,19.744808852058295
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Ireland",Industrial,Discards,Unreported,bottom trawl,,1061.2439852000
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Ireland",Industrial,Landings,Reported,bottom trawl,Direct human consumption,119.8800000000,247278.39407999997
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Ireland",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0600000000,3.5919480912
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Ireland",Industrial,Landings,Reported,bottom trawl,Other,0.0600000000,3.5919480912
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Japan",Industrial,Discards,Unreported,bottom trawl,,111.0647665654
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,10.5524447733,28941.567685454
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0052815039,0.435336741476704
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.0052815039,0.4353367414767031
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Latvia",Industrial,Discards,Unreported,bottom trawl,,25.0748479919
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Latvia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,600.3524504782,153553.767210436
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Latvia",Industrial,Landings,Reported,bottom trawl,Other,0.6009534039,14.47636861339617
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Lithuania",Industrial,Discards,Unreported,bottom trawl,,18.7058300497
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Lithuania",Industrial,Landings,Reported,bottom trawl,Direct human consumption,662.4578763032,158656.1440346759
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Lithuania",Industrial,Landings,Reported,bottom trawl,Other,0.6631209973,13.757773061738364
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Mexico",Industrial,Discards,Unreported,bottom trawl,,0.0092030618
"Atlantic, Northwest",high_seas,1978,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,1.8217397280
